LABEL,SVC(C=10),GaussianNB(),DecisionTreeClassifier(),"LogisticRegression(C=10, solver='liblinear')","RandomForestClassifier(criterion='entropy', n_estimators=250)"
16929,False,False,False,False,False,False
16930,False,False,False,False,False,False
16931,False,False,False,False,False,False
16932,False,False,False,False,False,False
16933,False,False,False,False,False,False
16934,False,False,False,False,False,False
16935,False,False,False,False,False,False
16936,False,False,False,False,False,False
16937,False,False,False,False,False,False
16938,False,False,False,False,False,False
16939,False,False,False,False,False,False
16940,False,False,False,False,False,False
16941,False,False,False,False,False,False
16942,False,False,False,False,False,False
16943,False,False,False,False,False,False
16944,False,False,False,False,False,False
16945,False,False,False,False,False,False
16946,False,False,False,False,False,False
16947,False,False,False,False,False,False
16948,False,False,False,False,False,False
16949,False,False,False,False,False,False
16950,False,False,False,False,False,False
16951,False,False,False,False,False,False
16952,False,False,False,False,False,False
16953,False,False,False,False,False,False
16954,False,False,False,False,False,False
16955,False,False,False,False,False,False
16956,False,False,False,False,False,False
16957,False,False,False,False,False,False
16958,False,False,False,False,False,False
16959,False,False,False,False,False,False
16960,False,False,False,False,False,False
16961,False,False,False,False,False,False
16962,False,False,False,False,False,False
16963,False,False,False,False,False,False
16964,False,False,False,False,False,False
16965,False,False,False,False,False,False
16966,False,False,False,False,False,False
16967,False,False,False,False,False,False
16968,False,False,False,False,False,False
16969,False,False,False,False,False,False
16970,False,False,False,False,False,False
16971,False,False,False,False,False,False
16972,False,False,False,False,False,False
16973,False,False,False,False,False,False
16974,False,False,False,False,False,False
16975,False,False,False,False,False,False
16976,False,False,False,False,False,False
16977,False,False,False,False,False,False
16978,False,False,False,False,False,False
16979,False,False,False,False,False,False
16980,False,False,False,False,False,False
16981,False,False,False,False,False,False
16982,False,False,False,False,False,False
16983,False,False,False,False,False,False
16984,False,False,False,False,False,False
16985,False,False,False,False,False,False
16986,False,False,False,False,False,False
16987,False,False,False,False,False,False
16988,False,False,False,False,False,False
16989,False,False,False,False,False,False
16990,False,False,False,False,False,False
16991,False,False,False,False,False,False
16992,False,False,False,False,False,False
16993,False,False,False,False,False,False
16994,False,False,False,False,False,False
16995,False,False,False,False,False,False
16996,False,False,False,False,False,False
16997,False,False,False,False,False,False
16998,False,False,False,False,False,False
16999,False,False,False,False,False,False
17000,False,False,False,False,False,False
17001,False,False,False,False,False,False
17002,False,False,False,False,False,False
17003,False,False,False,False,False,False
17004,False,False,False,False,False,False
17005,False,False,False,False,False,False
17006,False,False,False,False,False,False
17007,False,False,False,False,False,False
17008,False,False,False,False,False,False
17009,False,False,False,False,False,False
17010,False,False,False,False,False,False
17011,False,False,False,False,False,False
17012,False,False,False,False,False,False
17013,False,False,False,False,False,False
17014,False,False,False,False,False,False
17015,False,False,False,False,False,False
17016,False,False,False,False,False,False
17017,False,False,False,False,False,False
17018,False,False,False,False,False,False
17019,False,False,False,False,False,False
17020,False,False,False,False,False,False
17021,False,False,False,False,False,False
17022,False,False,False,False,False,False
17023,False,False,False,False,False,False
17024,False,False,False,False,False,False
17025,False,False,False,False,False,False
17026,False,False,False,False,False,False
17027,False,False,False,False,False,False
17028,False,False,False,False,False,False
17029,False,False,False,False,False,False
17030,False,False,False,False,False,False
17031,False,False,False,False,False,False
17032,False,False,False,False,False,False
17033,False,False,False,False,False,False
17034,False,False,False,False,False,False
17035,False,False,False,False,False,False
17036,False,False,False,False,False,False
17037,False,False,False,False,False,False
17038,False,False,False,False,True,False
17039,False,False,False,False,False,False
17040,False,False,False,False,False,False
17041,False,False,False,False,False,False
17042,False,False,False,False,False,False
17043,False,False,False,False,False,False
17044,False,False,False,False,False,False
17045,False,False,False,False,False,False
17046,False,False,False,False,False,False
17047,False,False,False,False,False,False
17048,False,False,False,False,False,False
17049,False,False,False,False,False,False
17050,False,False,False,False,False,False
17051,False,False,False,False,False,False
17052,False,False,False,False,False,False
17053,False,False,False,False,False,False
17054,False,False,False,False,False,False
17055,False,False,False,False,False,False
17056,False,False,False,False,False,False
17057,False,False,False,False,False,False
17058,False,False,False,False,False,False
17059,False,False,False,False,False,False
17060,False,False,False,False,False,False
17061,False,False,False,False,False,False
17062,False,False,False,False,False,False
17063,False,False,False,False,False,False
17064,False,False,False,False,False,False
17065,False,False,False,False,False,False
17066,False,False,False,False,False,False
17067,False,False,False,False,False,False
17068,False,False,False,False,False,False
17069,False,False,False,False,False,False
17070,False,False,False,False,False,False
17071,False,False,False,False,False,False
17072,False,False,False,False,False,False
17073,False,False,False,False,False,False
17074,False,False,False,False,False,False
17075,False,False,False,False,False,False
17076,False,False,False,False,False,False
17077,False,False,False,False,False,False
17078,False,False,False,False,False,False
17079,False,False,False,False,False,False
17080,False,False,False,False,False,False
17081,False,False,False,False,False,False
17082,False,False,False,False,False,False
17083,False,False,False,False,False,False
17084,False,False,False,False,False,False
17085,False,False,False,False,False,False
17086,False,False,False,False,False,False
17087,False,False,False,False,False,False
17088,False,False,False,False,False,False
17089,False,False,False,False,False,False
17090,False,False,False,False,False,False
17091,False,False,False,False,False,False
17092,False,False,False,False,False,False
17093,False,False,False,False,False,False
17094,False,False,False,False,False,False
17095,False,False,False,False,False,False
17096,False,False,False,False,False,False
17097,False,False,False,False,False,False
17098,False,False,False,False,False,False
17099,False,False,False,False,False,False
17100,False,False,False,False,False,False
17101,False,False,False,False,False,False
17102,False,False,False,False,False,False
17103,False,False,False,False,False,False
17104,False,False,False,False,False,False
17105,False,False,False,False,False,False
17106,False,False,False,False,False,False
17107,False,False,False,False,False,False
17108,False,False,False,False,False,False
17109,False,False,False,False,False,False
17110,False,False,False,False,False,False
17111,False,False,False,False,False,False
17112,False,False,False,False,False,False
17113,False,False,False,False,False,False
17114,False,False,False,False,False,False
17115,False,False,False,False,False,False
17116,False,False,False,False,False,False
17117,False,False,False,False,False,False
17118,False,False,False,False,False,False
17119,False,False,False,False,False,False
17120,False,False,False,False,False,False
17121,False,False,False,False,False,False
17122,False,False,False,False,False,False
17123,False,False,False,False,False,False
17124,False,False,False,False,False,False
17125,False,False,False,False,False,False
17126,False,False,False,False,False,False
17127,False,False,False,False,False,False
17128,False,False,False,False,False,False
17129,False,False,False,False,False,False
17130,False,False,False,False,False,False
17131,False,False,False,False,False,False
17132,False,False,False,False,False,False
17133,False,False,False,False,False,False
17134,False,False,False,False,False,False
17135,False,False,False,False,False,False
17136,False,False,False,False,False,False
17137,False,False,False,False,False,False
17138,False,False,False,False,False,False
17139,False,False,False,False,False,False
17140,False,False,False,False,False,False
17141,False,False,False,False,False,False
17142,False,False,False,False,False,False
17143,False,False,False,False,False,False
17144,False,False,False,False,False,False
17145,False,False,False,False,False,False
17146,False,False,False,False,False,False
